Date,Store,Product_Category,Units_Sold,Price,Competitor_Price,Holiday_Flag,CPI,Campaign_Flag,Year,Month,Week,DayOfWeek,IsWeekend,Price_Diff,Discount_Flag
1/5/2024,Port Harcourt,Yoga Mats,32,118706,126028,0,101.24,0,2024,5,18,6,1,-7322,1
1/5/2024,Port Harcourt,Wellness Drinks,22,71624,74662,1,104.66,1,2024,11,46,6,1,-3038,1
1/7/2024,Lagos,Wellness Drinks,19,51618,54096,0,103.19,1,2023,10,40,6,1,-2478,1
1/8/2024,Port Harcourt,Wellness Drinks,36,93898,96460,0,101.55,0,2024,3,12,6,1,-2562,1
1/8/2024,Lagos,Supplements,37,23646,23464,0,101.31,0,2024,4,15,6,1,182,0
1/8/2024,Port Harcourt,Yoga Mats,11,128212,129038,0,105.31,0,2024,10,40,6,1,-826,1
1/10/2024,Abuja,Supplements,13,33768,29666,0,100.28,1,2024,1,1,6,1,4102,0
1/11/2024,Port Harcourt,Supplements,28,67480,77588,1,107.08,0,2024,12,50,6,1,-10108,1
1/12/2024,Abuja,Smart Scales,15,134428,146734,1,106.27,0,2023,12,51,6,1,-12306,1
1/12/2024,Abuja,Yoga Mats,13,94766,94416,1,104.46,0,2023,11,46,6,1,350,0
1/12/2024,Abuja,Supplements,33,51184,60424,0,102.51,1,2024,9,39,6,1,-9240,1
1/12/2024,Port Harcourt,Smart Scales,8,139482,148932,0,103.45,0,2024,7,29,6,1,-9450,1
1/13/2024,Abuja,Fitness Gear,32,14406,16590,0,102.72,0,2024,10,43,6,1,-2184,1
1/14/2024,Abuja,Smart Scales,37,127498,137592,0,101.17,0,2024,5,21,6,1,-10094,1
1/14/2024,Lagos,Fitness Gear,4,72380,80150,1,105.6,0,2023,11,44,6,1,-7770,1
1/15/2024,Port Harcourt,Yoga Mats,18,68502,65002,0,100.58,1,2024,4,17,6,1,3500,0
1/15/2024,Port Harcourt,Fitness Gear,23,66122,80374,0,101.78,1,2023,5,18,6,1,-14252,1
1/15/2024,Port Harcourt,Wellness Drinks,29,17220,9730,0,102.06,0,2024,6,23,6,1,7490,0
1/15/2024,Abuja,Yoga Mats,2,109144,110810,0,103.37,1,2023,5,19,6,1,-1666,1
1/16/2024,Abuja,Yoga Mats,13,104552,89908,0,102.85,0,2024,3,9,6,1,14644,0
1/17/2024,Port Harcourt,Wellness Drinks,16,51310,48916,0,100.67,0,2024,1,1,6,1,2394,0
1/17/2024,Lagos,Smart Scales,8,32368,36442,0,99.67,0,2024,3,10,6,1,-4074,1
1/17/2024,Abuja,Yoga Mats,19,64946,63504,0,101.25,0,2023,3,11,6,1,1442,0
1/17/2024,Lagos,Wellness Drinks,32,34860,22974,0,99.45,0,2023,2,5,6,1,11886,0
1/18/2024,Abuja,Wellness Drinks,3,109648,110488,1,102.64,0,2023,11,46,6,1,-840,1
1/18/2024,Lagos,Fitness Gear,32,99960,102186,0,101.46,1,2024,4,17,6,1,-2226,1
1/18/2024,Port Harcourt,Supplements,21,67326,71568,0,101.09,0,2024,3,12,6,1,-4242,1
1/19/2024,Port Harcourt,Supplements,25,127820,131390,0,105.48,0,2023,10,40,6,1,-3570,1
1/20/2024,Port Harcourt,Supplements,17,116732,121744,1,105.57,1,2024,11,44,6,1,-5012,1
1/20/2024,Port Harcourt,Supplements,25,61516,65114,0,101.17,0,2024,6,22,6,1,-3598,1
1/20/2024,Port Harcourt,Fitness Gear,33,111720,112770,1,105.18,1,2024,12,51,6,1,-1050,1
1/21/2024,Abuja,Fitness Gear,31,101472,102130,0,103.34,1,2024,8,31,6,1,-658,1
1/21/2024,Port Harcourt,Smart Scales,36,83650,66542,0,102,0,2023,5,19,6,1,17108,0
1/22/2024,Abuja,Smart Scales,23,45052,46326,0,101.88,1,2023,7,29,6,1,-1274,1
1/22/2024,Abuja,Supplements,25,132328,132860,0,101.73,0,2023,8,32,6,1,-532,1
1/23/2024,Lagos,Yoga Mats,30,74746,86058,0,100.81,0,2024,8,34,6,1,-11312,1
1/23/2024,Port Harcourt,Wellness Drinks,13,37338,49350,0,101.42,0,2024,3,11,6,1,-12012,1
1/24/2024,Lagos,Fitness Gear,29,135940,135898,1,104.55,0,2023,12,50,6,1,42,0
1/24/2024,Lagos,Fitness Gear,16,85596,89572,0,103.66,0,2023,7,27,6,1,-3976,1
1/26/2024,Abuja,Yoga Mats,38,130900,139524,1,106.05,0,2023,12,51,6,1,-8624,1
1/26/2024,Port Harcourt,Yoga Mats,27,20216,20958,0,100.59,0,2024,1,2,6,1,-742,1
1/27/2024,Port Harcourt,Fitness Gear,26,67116,71190,0,104.13,1,2024,9,36,6,1,-4074,1
1/29/2024,Lagos,Supplements,11,139916,151858,0,103.84,1,2024,7,30,6,1,-11942,1
1/29/2024,Port Harcourt,Yoga Mats,37,105196,112658,0,103.61,0,2023,7,28,6,1,-7462,1
1/29/2024,Port Harcourt,Supplements,3,110544,99442,1,106,0,2024,12,49,6,1,11102,0
1/29/2024,Port Harcourt,Fitness Gear,26,57526,65198,0,103.57,0,2023,9,36,6,1,-7672,1
1/29/2024,Lagos,Smart Scales,34,137256,128548,0,100.39,0,2024,2,5,6,1,8708,0
1/29/2024,Abuja,Smart Scales,33,30324,35700,0,102.6,0,2024,6,26,6,1,-5376,1
1/29/2024,Abuja,Supplements,15,70980,68726,0,105.3,0,2024,10,41,6,1,2254,0
1/30/2024,Lagos,Yoga Mats,2,42952,37450,1,103.94,0,2024,12,51,6,1,5502,0
1/30/2024,Abuja,Fitness Gear,28,109970,125034,0,102.77,0,2023,5,18,6,1,-15064,1
1/30/2024,Port Harcourt,Smart Scales,20,95144,92470,0,103.26,0,2024,10,42,6,1,2674,0
1/30/2024,Abuja,Smart Scales,38,89964,79730,0,100.43,1,2023,1,4,6,1,10234,0
1/31/2024,Lagos,Wellness Drinks,16,50694,52206,1,105.62,0,2024,12,48,6,1,-1512,1
1/31/2024,Port Harcourt,Fitness Gear,4,59752,57834,0,99.7,1,2023,1,4,6,1,1918,0
1/31/2024,Abuja,Supplements,8,131670,141778,0,103.47,0,2024,10,43,6,1,-10108,1
2/1/2024,Abuja,Supplements,20,54446,60256,0,99.72,0,2024,3,12,6,1,-5810,1
2/1/2024,Abuja,Fitness Gear,26,15204,15344,1,106.08,0,2023,12,52,6,1,-140,1
2/1/2024,Abuja,Fitness Gear,32,108444,118090,0,101.04,0,2023,3,11,6,1,-9646,1
2/2/2024,Port Harcourt,Fitness Gear,13,51394,52626,0,102.99,0,2024,10,43,6,1,-1232,1
2/2/2024,Lagos,Yoga Mats,5,125986,131376,1,105.27,0,2023,12,49,6,1,-5390,1
2/2/2024,Lagos,Yoga Mats,13,60970,69146,1,105.99,1,2023,11,46,6,1,-8176,1
2/3/2024,Abuja,Smart Scales,11,129248,130704,0,103.49,0,2024,7,28,6,1,-1456,1
2/3/2024,Abuja,Wellness Drinks,37,122360,125692,1,106.29,0,2024,12,50,6,1,-3332,1
2/3/2024,Port Harcourt,Fitness Gear,32,102270,107562,0,100.9,0,2024,4,16,6,1,-5292,1
2/3/2024,Abuja,Smart Scales,18,119406,116466,0,98.44,0,2023,1,3,6,1,2940,0
2/4/2024,Abuja,Fitness Gear,29,117054,110250,0,99.73,1,2023,3,9,6,1,6804,0
2/4/2024,Abuja,Supplements,15,122094,130858,0,104.44,0,2024,10,40,6,1,-8764,1
2/5/2024,Port Harcourt,Supplements,20,56784,58478,0,101.9,0,2023,5,19,6,1,-1694,1
2/5/2024,Port Harcourt,Yoga Mats,36,44758,40824,0,101.6,1,2023,1,4,6,1,3934,0
2/6/2024,Abuja,Wellness Drinks,5,70994,72786,1,104.68,0,2023,11,47,6,1,-1792,1
2/6/2024,Lagos,Yoga Mats,40,76678,82446,0,105.05,1,2024,10,40,6,1,-5768,1
2/6/2024,Lagos,Yoga Mats,37,16898,22624,0,101.29,0,2024,2,8,6,1,-5726,1
2/7/2024,Lagos,Smart Scales,33,111244,109172,0,101.71,1,2023,3,12,6,1,2072,0
2/7/2024,Lagos,Yoga Mats,18,92568,99582,0,100.59,1,2023,3,10,6,1,-7014,1
2/8/2024,Abuja,Fitness Gear,19,64946,59780,1,104.75,0,2024,12,48,6,1,5166,0
2/8/2024,Lagos,Yoga Mats,32,22092,25998,0,100.41,0,2023,4,13,6,1,-3906,1
2/9/2024,Abuja,Fitness Gear,22,111622,119882,0,100.06,0,2023,4,14,6,1,-8260,1
2/10/2024,Lagos,Supplements,1,45570,37016,1,103.72,0,2023,11,46,6,1,8554,0
2/10/2024,Port Harcourt,Wellness Drinks,25,83538,69468,1,105.57,1,2024,12,49,6,1,14070,0
2/11/2024,Abuja,Supplements,20,111216,112406,0,101.89,0,2023,6,23,6,1,-1190,1
2/11/2024,Lagos,Wellness Drinks,35,96180,87822,0,102.02,0,2024,5,21,6,1,8358,0
2/12/2024,Lagos,Fitness Gear,6,101514,104930,0,104.7,0,2023,7,30,6,1,-3416,1
2/12/2024,Lagos,Supplements,6,20762,14826,0,101.05,0,2023,4,15,6,1,5936,0
2/12/2024,Abuja,Smart Scales,37,81158,83006,0,98.95,0,2023,1,1,6,1,-1848,1
2/13/2024,Lagos,Fitness Gear,3,28714,21882,0,101.66,0,2024,5,21,6,1,6832,0
2/13/2024,Abuja,Smart Scales,37,72436,73276,1,106.19,0,2023,11,44,6,1,-840,1
2/13/2024,Lagos,Yoga Mats,31,23814,14336,0,104.75,0,2024,9,36,6,1,9478,0
2/14/2024,Abuja,Fitness Gear,35,138684,127806,0,104.38,1,2023,10,42,6,1,10878,0
2/16/2024,Port Harcourt,Supplements,15,101066,100226,0,102.49,0,2024,4,16,6,1,840,0
2/16/2024,Abuja,Supplements,17,108206,105378,0,101.47,0,2024,2,7,6,1,2828,0
2/18/2024,Lagos,Supplements,15,101612,100352,0,103.64,1,2024,9,36,6,1,1260,0
2/19/2024,Abuja,Wellness Drinks,5,35378,28280,0,100.73,1,2024,1,1,6,1,7098,0
2/20/2024,Lagos,Yoga Mats,22,58296,58716,0,102.83,0,2023,7,30,6,1,-420,1
2/20/2024,Abuja,Supplements,11,59346,47054,0,102.72,0,2024,7,27,6,1,12292,0
2/21/2024,Port Harcourt,Smart Scales,28,138628,133630,1,106.66,0,2024,11,46,6,1,4998,0
2/22/2024,Port Harcourt,Supplements,14,80682,85190,1,107.93,1,2023,12,52,6,1,-4508,1
2/23/2024,Abuja,Wellness Drinks,39,71582,82446,0,102.83,0,2023,10,40,6,1,-10864,1
2/23/2024,Abuja,Wellness Drinks,3,18396,2702,0,102.33,0,2023,4,16,6,1,15694,0
2/24/2024,Lagos,Fitness Gear,11,136122,150080,0,103.94,0,2023,8,33,6,1,-13958,1
2/24/2024,Port Harcourt,Supplements,30,28448,21910,0,102.21,0,2024,4,14,6,1,6538,0
2/25/2024,Abuja,Smart Scales,38,138642,141540,0,103.81,0,2023,8,33,6,1,-2898,1
2/25/2024,Port Harcourt,Fitness Gear,5,24248,24570,0,100.83,0,2023,3,9,6,1,-322,1
2/25/2024,Lagos,Wellness Drinks,22,43918,43470,0,99.78,0,2024,4,14,6,1,448,0
2/25/2024,Port Harcourt,Yoga Mats,13,24598,23884,0,102.17,1,2023,8,32,6,1,714,0
2/27/2024,Port Harcourt,Smart Scales,21,136360,134484,0,101.86,1,2023,4,14,6,1,1876,0
2/28/2024,Lagos,Yoga Mats,37,35826,36932,0,101.05,0,2023,4,17,6,1,-1106,1
2/28/2024,Lagos,Wellness Drinks,25,25060,27426,1,105.92,1,2024,12,50,6,1,-2366,1
2/28/2024,Port Harcourt,Smart Scales,21,42532,47152,1,105.23,0,2023,11,46,6,1,-4620,1
2/28/2024,Abuja,Smart Scales,28,16086,17822,0,104.23,0,2024,10,41,6,1,-1736,1
2/28/2024,Port Harcourt,Yoga Mats,4,59108,61348,0,103.35,1,2024,6,25,6,1,-2240,1
2/29/2024,Lagos,Wellness Drinks,29,103068,103460,0,102.94,0,2023,8,33,6,1,-392,1
2/29/2024,Port Harcourt,Wellness Drinks,35,67382,63574,0,104.71,0,2024,10,40,6,1,3808,0
2/29/2024,Lagos,Wellness Drinks,23,27664,17500,0,101.04,0,2024,1,1,6,1,10164,0
3/1/2024,Port Harcourt,Wellness Drinks,7,93632,100226,1,107.15,1,2023,11,46,6,1,-6594,1
3/2/2024,Abuja,Wellness Drinks,9,126616,123074,0,102.45,0,2024,9,38,6,1,3542,0
3/4/2024,Abuja,Supplements,23,82488,79296,0,99.53,0,2023,2,6,6,1,3192,0
3/4/2024,Lagos,Fitness Gear,3,79926,88424,1,106.28,0,2024,12,52,6,1,-8498,1
3/4/2024,Abuja,Fitness Gear,9,139160,145334,0,101.52,0,2023,3,10,6,1,-6174,1
3/5/2024,Port Harcourt,Wellness Drinks,4,94682,102690,0,104.4,0,2023,10,40,6,1,-8008,1
3/6/2024,Lagos,Smart Scales,25,16702,15456,0,102.69,0,2023,6,22,6,1,1246,0
3/6/2024,Port Harcourt,Supplements,6,74718,74382,0,103.42,0,2023,9,35,6,1,336,0
3/6/2024,Lagos,Smart Scales,18,48426,59990,0,103.25,0,2023,9,35,6,1,-11564,1
3/6/2024,Lagos,Wellness Drinks,7,118118,127414,0,100.82,1,2023,8,34,6,1,-9296,1
3/7/2024,Lagos,Wellness Drinks,35,99764,91294,0,103.09,1,2024,10,40,6,1,8470,0
3/7/2024,Abuja,Fitness Gear,31,45318,53424,0,104.06,0,2023,10,41,6,1,-8106,1
3/8/2024,Abuja,Smart Scales,38,56798,43400,1,103.57,0,2023,11,46,6,1,13398,0
3/8/2024,Abuja,Supplements,32,21462,26614,0,103.33,0,2024,5,19,6,1,-5152,1
3/8/2024,Lagos,Wellness Drinks,35,126014,128548,0,105.12,0,2023,9,38,6,1,-2534,1
3/8/2024,Port Harcourt,Fitness Gear,28,48734,52374,0,100.39,1,2023,3,10,6,1,-3640,1
3/9/2024,Port Harcourt,Yoga Mats,5,89488,84126,0,102.85,0,2024,9,35,6,1,5362,0
3/10/2024,Port Harcourt,Yoga Mats,30,109522,109914,0,103.5,1,2024,9,38,6,1,-392,1
3/10/2024,Abuja,Smart Scales,22,22050,23660,0,103.32,0,2023,4,14,6,1,-1610,1
3/11/2024,Abuja,Fitness Gear,17,101010,100114,1,105.14,1,2023,12,51,6,1,896,0
3/11/2024,Lagos,Fitness Gear,10,68166,59164,0,101.45,1,2023,3,9,6,1,9002,0
3/13/2024,Abuja,Smart Scales,7,132622,133896,1,105.93,0,2023,11,47,6,1,-1274,1
3/13/2024,Abuja,Smart Scales,4,102830,101220,0,102.84,1,2024,8,34,6,1,1610,0
3/14/2024,Abuja,Fitness Gear,27,121268,132006,0,103.1,0,2023,8,32,6,1,-10738,1
3/14/2024,Port Harcourt,Yoga Mats,7,63252,66556,0,104.91,0,2023,9,35,6,1,-3304,1
3/14/2024,Lagos,Smart Scales,23,76216,74648,0,102.98,0,2024,7,29,6,1,1568,0
3/15/2024,Port Harcourt,Supplements,11,122262,110810,0,98.45,0,2023,1,4,6,1,11452,0
3/15/2024,Lagos,Yoga Mats,8,97622,88914,1,105.08,1,2024,11,45,6,1,8708,0
3/16/2024,Lagos,Wellness Drinks,8,24682,36946,0,102.31,1,2024,2,6,6,1,-12264,1
3/17/2024,Port Harcourt,Fitness Gear,37,46312,46158,0,102.49,0,2023,4,13,6,1,154,0
3/18/2024,Port Harcourt,Wellness Drinks,5,101724,98000,0,102.66,0,2023,5,18,6,1,3724,0
3/18/2024,Abuja,Smart Scales,7,128926,135730,0,104.15,1,2024,7,27,6,1,-6804,1
3/19/2024,Lagos,Yoga Mats,22,104692,109620,0,100.81,0,2024,2,6,6,1,-4928,1
3/19/2024,Abuja,Yoga Mats,36,120946,125496,0,100.95,0,2024,4,14,6,1,-4550,1
3/19/2024,Port Harcourt,Yoga Mats,2,127022,125006,0,100.68,0,2023,1,3,6,1,2016,0
3/20/2024,Lagos,Wellness Drinks,24,35406,28420,0,101.01,0,2023,5,19,6,1,6986,0
3/20/2024,Port Harcourt,Supplements,2,32690,35672,0,103.37,0,2023,6,22,6,1,-2982,1
3/20/2024,Abuja,Wellness Drinks,12,21938,15148,0,101.26,0,2024,3,13,6,1,6790,0
3/20/2024,Lagos,Yoga Mats,26,83678,89292,0,104.63,0,2023,7,28,6,1,-5614,1
3/20/2024,Lagos,Fitness Gear,38,128926,132104,0,100.27,1,2023,4,13,6,1,-3178,1
3/20/2024,Port Harcourt,Fitness Gear,6,127526,123858,0,102.18,1,2024,9,35,6,1,3668,0
3/21/2024,Abuja,Wellness Drinks,23,30114,31178,0,98.03,0,2023,1,52,6,1,-1064,1
3/22/2024,Port Harcourt,Yoga Mats,2,124852,139160,0,99.03,0,2024,1,1,6,1,-14308,1
3/22/2024,Abuja,Smart Scales,26,64078,64834,0,100.03,1,2023,4,17,6,1,-756,1
3/22/2024,Abuja,Yoga Mats,14,100030,113232,0,100,0,2023,4,17,6,1,-13202,1
3/24/2024,Abuja,Wellness Drinks,18,71204,75488,0,101.68,1,2023,3,9,6,1,-4284,1
3/25/2024,Abuja,Wellness Drinks,38,104426,96222,0,102.41,0,2023,5,18,6,1,8204,0
3/25/2024,Abuja,Wellness Drinks,32,20510,17192,1,107.21,0,2023,12,51,6,1,3318,0
3/26/2024,Lagos,Fitness Gear,14,129948,127358,1,105.31,0,2024,11,44,6,1,2590,0
3/26/2024,Port Harcourt,Smart Scales,30,56196,53368,0,103.97,1,2024,5,21,6,1,2828,0
3/26/2024,Abuja,Supplements,13,107730,94682,0,100.26,0,2024,2,6,6,1,13048,0
3/27/2024,Port Harcourt,Supplements,40,21896,23016,1,106.54,1,2024,12,48,6,1,-1120,1
3/27/2024,Abuja,Yoga Mats,31,133350,129724,0,103.51,0,2023,7,27,6,1,3626,0
3/28/2024,Lagos,Wellness Drinks,37,37730,47964,0,101.5,0,2023,4,13,6,1,-10234,1
3/29/2024,Abuja,Wellness Drinks,38,56854,59136,0,100.76,0,2023,5,19,6,1,-2282,1
3/29/2024,Abuja,Fitness Gear,22,116760,122234,0,100.83,0,2024,1,2,6,1,-5474,1
3/31/2024,Abuja,Wellness Drinks,28,66920,66178,0,102.8,0,2024,9,36,6,1,742,0
3/31/2024,Lagos,Yoga Mats,19,106764,101556,0,102.52,0,2024,5,19,6,1,5208,0
4/1/2024,Port Harcourt,Fitness Gear,16,93058,107044,0,102.18,1,2023,3,11,6,1,-13986,1
4/1/2024,Port Harcourt,Wellness Drinks,5,22022,33208,0,102.84,0,2024,8,32,6,1,-11186,1
4/2/2024,Abuja,Fitness Gear,2,90412,93030,0,100.24,1,2023,1,3,6,1,-2618,1
4/2/2024,Lagos,Yoga Mats,10,96152,106456,0,102.93,0,2023,7,29,6,1,-10304,1
4/2/2024,Abuja,Wellness Drinks,19,133994,136556,0,102.37,0,2023,3,11,6,1,-2562,1
4/3/2024,Abuja,Yoga Mats,20,133056,132958,0,101.8,1,2023,5,20,6,1,98,0
4/3/2024,Lagos,Yoga Mats,29,49266,53942,0,100.4,1,2024,3,9,6,1,-4676,1
4/3/2024,Lagos,Yoga Mats,25,76818,78428,0,103.15,0,2023,10,43,6,1,-1610,1
4/4/2024,Abuja,Smart Scales,17,133700,133154,0,102.11,0,2024,5,20,6,1,546,0
4/5/2024,Abuja,Supplements,13,101276,108066,0,100.24,1,2023,1,1,6,1,-6790,1
4/5/2024,Port Harcourt,Yoga Mats,16,82502,70350,0,103.79,1,2023,9,36,6,1,12152,0
4/5/2024,Lagos,Fitness Gear,35,41748,46830,0,103.3,0,2024,7,30,6,1,-5082,1
4/6/2024,Lagos,Smart Scales,36,121604,111678,0,104.26,1,2023,5,18,6,1,9926,0
4/6/2024,Lagos,Wellness Drinks,39,75152,80710,0,99.7,0,2023,1,52,6,1,-5558,1
4/6/2024,Lagos,Supplements,3,45752,54894,0,103.44,0,2023,9,35,6,1,-9142,1
4/6/2024,Abuja,Wellness Drinks,9,112952,111636,0,102.77,0,2023,7,27,6,1,1316,0
4/7/2024,Port Harcourt,Supplements,40,118720,121408,0,100.75,0,2023,6,25,6,1,-2688,1
4/7/2024,Abuja,Fitness Gear,29,121870,125818,0,102.57,0,2023,7,29,6,1,-3948,1
4/7/2024,Lagos,Wellness Drinks,5,69986,64834,0,102.94,1,2024,3,9,6,1,5152,0
4/7/2024,Abuja,Yoga Mats,3,74690,75880,0,100.47,0,2023,2,7,6,1,-1190,1
4/8/2024,Lagos,Fitness Gear,10,132650,124628,0,100.76,0,2024,5,19,6,1,8022,0
4/8/2024,Port Harcourt,Fitness Gear,31,98322,95802,1,104.92,0,2024,12,52,6,1,2520,0
4/8/2024,Port Harcourt,Supplements,11,65044,65548,0,105.08,1,2023,9,36,6,1,-504,1
4/8/2024,Lagos,Smart Scales,17,120512,113596,0,95.98,0,2024,1,2,6,1,6916,0
4/8/2024,Lagos,Wellness Drinks,40,108402,107380,0,102.6,0,2023,9,37,6,1,1022,0
4/9/2024,Port Harcourt,Yoga Mats,8,22610,9828,0,102,0,2023,3,12,6,1,12782,0
4/9/2024,Abuja,Wellness Drinks,2,120050,115570,0,105.09,0,2023,9,36,6,1,4480,0
4/9/2024,Port Harcourt,Smart Scales,4,56210,59724,0,102.89,0,2023,6,24,6,1,-3514,1
4/10/2024,Abuja,Supplements,16,82614,87164,0,103.52,0,2023,10,39,6,1,-4550,1
4/11/2024,Port Harcourt,Fitness Gear,21,32998,29582,0,102.73,0,2023,7,29,6,1,3416,0
4/11/2024,Lagos,Fitness Gear,5,79016,88186,0,101.83,0,2023,7,28,6,1,-9170,1
4/11/2024,Abuja,Fitness Gear,35,108640,105070,1,104.32,0,2024,12,52,6,1,3570,0
4/12/2024,Port Harcourt,Supplements,14,134988,138838,0,99.64,0,2023,1,1,6,1,-3850,1
4/12/2024,Abuja,Smart Scales,15,32382,46536,0,104.72,0,2023,9,36,6,1,-14154,1
4/12/2024,Port Harcourt,Fitness Gear,6,118258,126672,0,99.82,1,2023,4,14,6,1,-8414,1
4/12/2024,Abuja,Supplements,16,67536,61670,0,100.96,1,2023,4,15,6,1,5866,0
4/13/2024,Port Harcourt,Wellness Drinks,23,22372,15764,0,102.12,1,2023,5,21,6,1,6608,0
4/14/2024,Abuja,Smart Scales,31,41384,41650,1,103.61,1,2024,11,45,6,1,-266,1
4/14/2024,Abuja,Smart Scales,12,60774,74774,0,100.95,1,2023,5,19,6,1,-14000,1
4/15/2024,Abuja,Wellness Drinks,19,17122,10038,0,99.67,1,2023,1,3,6,1,7084,0
4/15/2024,Lagos,Fitness Gear,12,114576,110544,0,105.22,0,2023,9,37,6,1,4032,0
4/16/2024,Lagos,Wellness Drinks,13,18480,11200,0,101.63,0,2023,6,23,6,1,7280,0
4/16/2024,Port Harcourt,Fitness Gear,2,35952,31514,1,107.85,1,2024,12,50,6,1,4438,0
4/17/2024,Port Harcourt,Supplements,20,38304,34384,0,102.97,0,2023,8,32,6,1,3920,0
4/17/2024,Port Harcourt,Supplements,31,126280,120064,0,102.31,0,2024,9,39,6,1,6216,0
4/18/2024,Port Harcourt,Yoga Mats,9,113820,113246,0,102.51,0,2023,5,18,6,1,574,0
4/18/2024,Lagos,Smart Scales,21,86170,86268,0,99.99,0,2024,2,6,6,1,-98,1
4/18/2024,Port Harcourt,Fitness Gear,8,123592,119518,0,103.63,0,2023,6,24,6,1,4074,0
4/19/2024,Port Harcourt,Smart Scales,39,51366,49000,0,104.34,1,2024,9,39,6,1,2366,0
4/19/2024,Lagos,Fitness Gear,37,28266,24878,0,103.69,1,2023,7,29,6,1,3388,0
4/19/2024,Abuja,Fitness Gear,29,88480,90748,0,101.64,0,2024,3,11,6,1,-2268,1
4/20/2024,Port Harcourt,Supplements,19,134778,140826,0,100.37,0,2023,4,14,6,1,-6048,1
4/20/2024,Port Harcourt,Supplements,35,85232,83454,1,106.62,1,2023,11,45,6,1,1778,0
4/20/2024,Port Harcourt,Wellness Drinks,38,54306,55048,0,103.49,0,2024,8,31,6,1,-742,1
4/20/2024,Port Harcourt,Yoga Mats,26,39704,39914,0,98.95,1,2024,1,4,6,1,-210,1
4/21/2024,Lagos,Fitness Gear,11,53438,61824,0,103.35,0,2024,7,28,6,1,-8386,1
4/21/2024,Lagos,Supplements,36,76356,80542,0,103.46,0,2023,8,34,6,1,-4186,1
4/21/2024,Abuja,Supplements,35,50764,44268,1,105.36,0,2024,12,52,6,1,6496,0
4/24/2024,Port Harcourt,Wellness Drinks,4,57596,68922,0,103.18,0,2023,8,34,6,1,-11326,1
4/24/2024,Port Harcourt,Supplements,3,71190,70644,0,100.4,0,2023,7,26,6,1,546,0
4/24/2024,Abuja,Fitness Gear,12,41426,42518,0,100.4,0,2023,4,15,6,1,-1092,1
4/24/2024,Abuja,Fitness Gear,32,60102,64764,0,103.32,1,2024,6,22,6,1,-4662,1
4/25/2024,Abuja,Smart Scales,26,125916,129024,0,101.47,0,2023,7,30,6,1,-3108,1
4/25/2024,Lagos,Yoga Mats,13,132832,122038,0,102.09,0,2023,5,18,6,1,10794,0
4/25/2024,Port Harcourt,Supplements,38,36246,26418,1,106.41,0,2023,12,51,6,1,9828,0
4/26/2024,Lagos,Supplements,29,51044,45402,1,104.74,1,2024,11,44,6,1,5642,0
4/26/2024,Port Harcourt,Wellness Drinks,19,122472,121534,0,100.61,1,2023,2,6,6,1,938,0
4/27/2024,Port Harcourt,Wellness Drinks,35,78610,93884,0,102.63,0,2023,7,26,6,1,-15274,1
4/27/2024,Port Harcourt,Wellness Drinks,27,121870,121128,1,106.37,0,2023,12,50,6,1,742,0
4/28/2024,Port Harcourt,Supplements,31,131894,120204,0,104.21,0,2023,8,33,6,1,11690,0
4/30/2024,Lagos,Smart Scales,3,62720,59472,0,103.74,1,2024,6,25,6,1,3248,0
4/30/2024,Abuja,Yoga Mats,35,62776,55328,0,101.38,0,2023,3,10,6,1,7448,0
5/1/2024,Lagos,Yoga Mats,24,83776,83608,0,99.73,1,2023,1,3,6,1,168,0
5/1/2024,Lagos,Wellness Drinks,7,50596,57610,0,102.3,1,2023,7,30,6,1,-7014,1
5/1/2024,Lagos,Supplements,35,47712,47348,0,100.19,0,2023,3,11,6,1,364,0
5/1/2024,Abuja,Supplements,21,130508,126966,0,102,0,2023,3,10,6,1,3542,0
5/2/2024,Abuja,Yoga Mats,1,121674,128492,0,102.7,1,2024,9,38,6,1,-6818,1
5/2/2024,Port Harcourt,Wellness Drinks,6,113316,118328,0,101.93,0,2024,4,14,6,1,-5012,1
5/3/2024,Lagos,Smart Scales,39,139636,148736,0,101.01,0,2024,2,7,6,1,-9100,1
5/5/2024,Abuja,Smart Scales,34,81592,84266,0,103.61,0,2023,6,23,6,1,-2674,1
5/5/2024,Port Harcourt,Supplements,18,63840,66864,0,102.1,1,2024,4,15,6,1,-3024,1
5/5/2024,Port Harcourt,Yoga Mats,25,125132,125286,0,103.18,0,2024,5,21,6,1,-154,1
5/5/2024,Abuja,Yoga Mats,15,14714,6776,0,100.58,1,2023,1,52,6,1,7938,0
5/6/2024,Abuja,Yoga Mats,32,39312,44492,0,102.96,0,2023,5,21,6,1,-5180,1
5/7/2024,Abuja,Wellness Drinks,18,100450,90846,1,105.65,0,2024,12,48,6,1,9604,0
5/7/2024,Port Harcourt,Supplements,31,23478,37310,0,101.53,0,2024,3,11,6,1,-13832,1
5/8/2024,Abuja,Wellness Drinks,29,116690,114464,0,102.15,0,2023,5,20,6,1,2226,0
5/9/2024,Port Harcourt,Fitness Gear,15,131516,150388,0,100.05,0,2024,3,11,6,1,-18872,1
5/9/2024,Abuja,Fitness Gear,23,135884,135478,0,101.55,0,2023,4,16,6,1,406,0
5/11/2024,Lagos,Smart Scales,38,88074,84644,0,104.78,0,2023,9,37,6,1,3430,0
5/11/2024,Abuja,Yoga Mats,11,90580,107114,0,104.03,0,2024,9,39,6,1,-16534,1
